54734,1
55742,0
57245,1
57416,1
58915,1
59006,1
61390,0
61419,1
62102,1
65426,1
65640,0
66431,0
66749,1
66943,1
66964,1
67503,0
68163,0
68381,1
68817,0
68926,0
69001,1
69124,1
69168,1
69251,1
69550,0
69828,0
69924,1
69990,1
70348,1
76597,1
84918,1
87023,1
88854,1
90376,0
90395,1
90665,1
90966,0
92187,1
92402,0
92440,1
92507,0
92533,1
92552,0
92666,0
92676,0
93061,0
93277,0
94838,1
96350,0
96844,1
98276,0
98339,0
98982,0
99009,1
100214,1
101579,0
102376,0
106079,0
106360,0
107136,0
109355,1
111227,1
111307,1
111917,0
112216,0
112245,0
112323,0
112496,1
113156,0
113179,0
113194,1
116040,1
116582,0
117056,0
117249,0
117794,1
117863,1
118523,0
118533,0
118823,1
119043,0
120215,1
120374,1
120525,1
121426,1
121530,0
121824,1
122070,1
122404,1
122637,0
122718,0
123228,1
123230,1
124436,0
125671,1
125897,0
126213,1
126215,0
126287,1
126392,1
126776,1
126788,1
127213,0
127353,0
127472,1
127504,0
127531,1
127719,1
127830,0
128635,1
128881,1
129745,1
130512,1
130735,1
130907,0
130986,1
131223,1
131387,0
131618,1
131649,1
131782,1
132062,0
132172,0
132892,0
132946,0
133301,1
133685,1
134436,0
135201,0
135594,1
136226,1
136316,0
136491,0
136634,0
137042,1
137106,0
137271,1
137965,0
138557,1
138568,1
139057,0
139657,1
139790,1
139968,1
139980,1
140036,1
140452,1
140561,1
140687,1
140900,0
141041,0
141676,0
141774,0
142281,0
142608,1
142618,1
142734,0
142790,1
143102,1
143128,1
143566,1
144579,1
144635,0
146564,0
146641,1
146671,1
146844,1
148473,0
149575,1
149754,0
150940,0
151587,1
151607,0
151621,0
152291,1
152663,1
153022,1
153054,0
153235,1
153434,0
154141,1
154154,0
154286,0
154305,0
154776,1
155780,1
156021,0
156417,0
156868,1
157169,1
157768,0
158289,1
158706,1
159468,1
159665,0
159713,1
161187,1
163627,1
163758,1
164346,1
164741,1
164792,1
166437,0
166534,0
166546,0
166683,0
166747,0
167189,1
167205,0
167584,0
167645,1
167846,1
168100,1
168190,1
168222,0
169044,0
169254,1
169354,1
169453,0
169525,0
169793,0
170488,1
170528,1
170929,1
171220,0
171298,1
172644,1
172802,0
173029,1
173981,0
174377,1
175056,1
175147,0
175193,0
175582,1
176062,1
176206,0
176610,1
176942,0
176995,1
177075,1
177259,0
177913,1
178157,0
178236,0
178239,0
178977,1
179020,0
179897,0
180005,0
180535,0
180614,0
180675,1
180712,0
181036,1
181590,0
181701,1
182089,1
182554,1
182589,0
182845,1
183801,1
183936,0
184296,0
184562,1
184908,0
185352,0
185684,0
186499,1
186572,0
186652,0
186840,0
187464,1
187671,1
188937,0
189379,1
190811,0
190846,1
191006,0
191730,1
192239,0
192299,1
192311,0
192616,1
193452,0
193586,1
193630,1
194565,1
194762,0
195618,1
195655,0
196027,1
196148,0
196380,0
196428,1
196521,0
196559,1
196574,1
196863,1
196910,1
197019,1
197225,1
197360,1
197558,1
197959,1
198285,1
198952,1
199055,0
